1.1.0-M17,distage-core-proxy-bytebuddy,distage-framework,distage-extension-plugins,distage-testkit-core,fundamentals-bio,distage-testkit-scalatest,fundamentals-functional,fundamentals-platform,distage-framework-docker,distage-framework-api,fundamentals-collections,logstage-core,distage-extension-config,fundamentals-reflection,fundamentals-literals,fundamentals-language,distage-extension-logstage,distage-core-api,logstage-adapter-slf4j,logstage-rendering-circe,fundamentals-json-circe,fundamentals-orphans,distage-core,logstage-sink-slf4j
1.1.0-M16,distage-core-proxy-bytebuddy,distage-framework,distage-extension-plugins,distage-testkit-core,fundamentals-bio,distage-testkit-scalatest,fundamentals-functional,fundamentals-platform,distage-framework-docker,distage-framework-api,fundamentals-collections,logstage-core,distage-extension-config,fundamentals-reflection,fundamentals-literals,fundamentals-language,distage-extension-logstage,distage-core-api,logstage-adapter-slf4j,logstage-rendering-circe,fundamentals-json-circe,fundamentals-orphans,distage-core,logstage-sink-slf4j
1.1.0-M15,distage-core-proxy-bytebuddy,distage-framework,distage-extension-plugins,distage-testkit-core,fundamentals-bio,distage-testkit-scalatest,fundamentals-functional,fundamentals-platform,distage-framework-docker,distage-framework-api,fundamentals-collections,logstage-core,distage-extension-config,fundamentals-reflection,fundamentals-literals,fundamentals-language,distage-extension-logstage,distage-core-api,logstage-adapter-slf4j,logstage-rendering-circe,fundamentals-json-circe,fundamentals-orphans,distage-core,logstage-sink-slf4j
