0.6.9,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.8,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.7,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.6,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.5,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.4,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.3,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.2,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.1,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.6.0,mongo4cats-zio,mongo4cats-kernel,mongo4cats-embedded,mongo4cats-circe,mongo4cats-zio-embedded,mongo4cats-core
0.5.0,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.9,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.8,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.7,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.6,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.5,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.4,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.3,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.2,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.1,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.4.0,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.3.1,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.3.0,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.2.19,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.2.18,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.2.17,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.2.16,mongo4cats-embedded,mongo4cats-circe,mongo4cats-core
0.2.15,mongo4cats-circe,mongo4cats-core
0.2.14,mongo4cats-circe,mongo4cats-core
0.2.13,mongo4cats-circe,mongo4cats-core
0.2.12,mongo4cats-circe,mongo4cats-core
0.2.11,mongo4cats-circe,mongo4cats-core
0.2.10,mongo4cats-circe,mongo4cats-core
0.2.9,mongo4cats-circe,mongo4cats-core
0.2.8,mongo4cats-circe,mongo4cats-core
0.2.7,mongo4cats-circe,mongo4cats-core
0.2.6,mongo4cats-circe,mongo4cats-core
