9.2.0,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-zio-json,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.1.2,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-zio-json,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.1.1,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-zio-json,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.1.0,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-zio-json,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.6,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.5,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.4,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.3,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.2,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.1,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
9.0.0,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
8.0.3,jwt-json4s-jackson,jwt-circe,jwt-argonaut,jwt-json4s-native,jwt-core,jwt-upickle,jwt-json-common,jwt-json4s-common
8.0.2,jwt-circe,jwt-argonaut,jwt-core,jwt-upickle,jwt-json-common
8.0.1,jwt-circe,jwt-argonaut,jwt-core,jwt-upickle,jwt-json-common
8.0.0,jwt-circe,jwt-argonaut,jwt-core,jwt-upickle,jwt-json-common
7.1.5,jwt-argonaut,jwt-core,jwt-upickle,jwt-json-common
