0.1.1,lepus-circe,lepus-client,lepus-protocol-testkit,lepus-docs,lepus-wire,lepus-std,lepus-protocol
0.1.0,lepus-circe,lepus-client,lepus-protocol-testkit,lepus-docs,lepus-wire,lepus-std,lepus-protocol
0.0.0,lepus-client,lepus-protocol-testkit,lepus-data,lepus-docs,lepus-core,lepus-wire,lepus-std,lepus-protocol
