0.9.1,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.9.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.8.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.7.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.6.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.5.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.4.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.3.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.2.2,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.2.1,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.2.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
0.1.0,binny-pglo,binny-minio,binny-core,binny-tika-detect,binny-jdbc,binny-fs
