0.3.2,jsonschema-circe,asyncapi-model,openapi-model,apispec-model,openapi-circe-yaml,asyncapi-circe-yaml,asyncapi-circe,openapi-circe
0.3.1,jsonschema-circe,asyncapi-model,openapi-model,apispec-model,openapi-circe-yaml,asyncapi-circe-yaml,asyncapi-circe,openapi-circe
0.3.0,jsonschema-circe,asyncapi-model,openapi-model,apispec-model,openapi-circe-yaml,asyncapi-circe-yaml,asyncapi-circe,openapi-circe
0.2.1,asyncapi-model,openapi-model,apispec-model,openapi-circe-yaml,asyncapi-circe-yaml,asyncapi-circe,openapi-circe
0.2.0,asyncapi-model,openapi-model,apispec-model,asyncapi-circe,openapi-circe
0.1.1,asyncapi-model,openapi-model,apispec-model,asyncapi-circe,openapi-circe
0.1.0,asyncapi-model,openapi-model,apispec-model,asyncapi-circe,openapi-circe
