6.0.0,fs2-aws-s3,pure-sqs-tagless,pure-cloudwatch-tagless,pure-sns-tagless,fs2-aws-kinesis,pure-dynamodb-tagless,fs2-aws-dynamodb,fs2-aws-sns,fs2-aws-testkit,pure-kinesis-tagless,fs2-aws-core,pure-s3-tagless,fs2-aws-sqs
5.1.0,fs2-aws-s3,pure-sqs-tagless,pure-cloudwatch-tagless,pure-sns-tagless,fs2-aws-kinesis,pure-dynamodb-tagless,fs2-aws-dynamodb,fs2-aws-sns,fs2-aws-ciris,fs2-aws-testkit,pure-kinesis-tagless,fs2-aws-core,pure-s3-tagless,fs2-aws-sqs
