0.0.100,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-akka,lamp-umap,lamp-data,lamp-onnx
0.0.90,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-akka,lamp-umap,lamp-data,lamp-onnx
0.0.89,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-akka,lamp-umap,lamp-data,lamp-onnx
0.0.88,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-umap,lamp-data,lamp-onnx
0.0.87,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-umap,lamp-data,lamp-onnx
0.0.86,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-umap,lamp-data,lamp-onnx
0.0.85,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-umap,lamp-data,lamp-onnx
0.0.84,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-umap,lamp-data,lamp-onnx
0.0.83,lamp-knn,extratrees,lamp-core,lamp-sten,lamp-saddle,lamp-umap,lamp-data,lamp-onnx
