0.11.0,docker-testkit-core-shaded,docker-testkit-samples,docker-testkit-core,docker-testkit-scalatest
0.11.0-beta2,docker-testkit-core-shaded,docker-testkit-samples,docker-testkit-core,docker-testkit-scalatest
0.11.0-beta1,docker-testkit-specs2,docker-testkit-config,docker-testkit-impl-docker-java,docker-testkit-samples,docker-testkit-impl-spotify-shaded,docker-testkit-core,docker-testkit-scalatest,docker-testkit-impl-spotify
