2.0.0-beta8,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-monix3,effectie-core
2.0.0-beta7,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-monix3,effectie-core
2.0.0-beta6,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-monix3,effectie-core
2.0.0-beta5,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-monix3,effectie-core
2.0.0-beta4,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-monix3,effectie-core
2.0.0-beta3,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-monix3,effectie-core
2.0.0-beta2,effectie-syntax,effectie-cats-effect2,effectie-test4cats,effectie-cats-effect3,effectie-monix3,effectie-core
2.0.0-beta1,effectie-cats-effect,effectie-monix,effectie-test4cats,effectie-cats-effect3,effectie-cats,effectie-core
1.16.0,effectie-cats-effect,effectie-monix,effectie-test4cats,effectie-cats-effect3,effectie-scalaz-effect,effectie-core
1.15.0,effectie-cats-effect,effectie-monix,effectie-test4cats,effectie-cats-effect3,effectie-scalaz-effect,effectie-core
1.14.0,effectie-cats-effect,effectie-monix,effectie-cats-effect3,effectie-scalaz-effect,effectie-core
1.13.0,effectie-cats-effect,effectie-monix,effectie-cats-effect3,effectie-scalaz-effect,effectie-core
1.12.0,effectie-cats-effect,effectie-monix,effectie-scalaz-effect,effectie-core
1.11.0,effectie-cats-effect,effectie-monix,effectie-scalaz-effect,effectie-core
