2.0.8,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.7,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.5,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.3,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.2,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.1,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-RC2,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-RC1,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-M7,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-M6,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-M5,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-M4,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-M3,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
2.0.0-M2,scalac-scoverage-domain,scalac-scoverage-reporter,scalac-scoverage-serializer
