4.6.4,lucre-core
4.6.3,lucre-core
4.6.2,lucre-core
4.6.1,lucre-core
4.6.0,lucre-core,lucre-adjunct,lucre-geom,lucre-bdb,lucre-base,lucre-data,lucre-expr,lucre-confluent
4.5.3,lucre-core,lucre-adjunct,lucre-geom,lucre-expr0,lucre-expr1,lucre-bdb,lucre-base,lucre-data,lucre-expr,lucre-confluent
4.5.2,lucre-core,lucre-adjunct,lucre-geom,lucre-expr0,lucre-expr1,lucre-bdb,lucre-base,lucre-data,lucre-expr,lucre-confluent
4.5.1,lucre-core,lucre-adjunct,lucre-geom,lucre-expr0,lucre-expr1,lucre-bdb,lucre-base,lucre-data,lucre-expr,lucre-confluent
4.5.0,lucre-core,lucre-adjunct,lucre-geom,lucre-expr0,lucre-expr1,lucre-bdb,lucre-base,lucre-data,lucre-expr,lucre-confluent
4.4.5,lucre-core,lucre-adjunct,lucre-geom,lucre-expr0,lucre-expr1,lucre-bdb,lucre-base,lucre-data,lucre-expr,lucre-confluent
4.4.4,lucre-core
