0.3.0,fs2-compress-bzip2,fs2-compress,fs2-compress-zstd,fs2-compress-tar,fs2-compress-brotli,fs2-compress-zip,fs2-compress-gzip
0.2.0,fs2-compress-bzip2,fs2-compress,fs2-compress-zstd,fs2-compress-brotli,fs2-compress-zip,fs2-compress-gzip
0.1.0,fs2-compress
