2.0.0+38-910e17e0,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0+39-4dd79a87,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0+27-763e25c2,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+351-8ec481a7,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+350-ce388439,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+351-fd0c60e0,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+349-19ce9888,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+350-30208d9b,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+349-2210f974,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
2.0.0-M2+348-43e14fbc,keywords-shift,keywords-nonesafe,keywords-while,keywords-tryfinally,domains-scalaz,keywords-await,keywords-monadic,keywords-asynchronousio,keywords-flatmap,keywords-return,keywords-trycatch,keywords-using,macros-reset,keywords-suspend,keywords-put,domains-continuation,keywords-yield,keywords-pure,keywords-typed,keywords-match,keywords-fence,keywords-each,domains-task,keywords-trycatchfinally,scala-async,keywords-if,dsl,keywords-get
