0.8.7,s3,gcs,url,azure,sftp,box,core
0.9.7,s3,gcs,url,azure,sftp,box,core
0.8.6,s3,gcs,url,azure,sftp,box,core
0.9.6,s3,gcs,url,azure,sftp,box,core
0.9.5,s3,gcs,url,azure,sftp,box,core
0.8.5,s3,gcs,url,azure,sftp,box,core
0.9.4,s3,gcs,url,azure,sftp,box,core
0.9.3,s3,gcs,url,azure,sftp,box,core
0.9.2,s3,gcs,url,azure,sftp,box,core
0.9.1,s3,gcs,url,azure,sftp,box,core
