3.0.0+26-884480b7,covariant,invariant
3.0.0+25-f0991abb,covariant,invariant
3.0.0+24-cd1117f1,covariant,invariant
3.0.0+23-203b05d5,covariant,invariant
3.0.0+21-3c78ffa4,covariant,invariant
3.0.0+22-50c88b52,covariant,invariant
3.0.0+20-bc0aa50b,covariant,invariant
3.0.0+19-47d42e3f,covariant,invariant
3.0.0+16-11e550c2,covariant,invariant
3.0.0+15-8ede6719,covariant,invariant
3.0.0+14-0c88c233,covariant,invariant
3.0.0+13-94a2a0b3,covariant,invariant
3.0.0+11-180b91ee,covariant,invariant
3.0.0+9-70509b0e,covariant,invariant
3.0.0+12-d0544f64,covariant,invariant
3.0.0+10-d75ca024,covariant,invariant
3.0.0+8-a40513e8,covariant,invariant
3.0.0+7-96d0cd5f,covariant,invariant
3.0.0+6-99eaa22e,covariant,invariant
3.0.0+5-3bec1373,covariant,invariant
3.0.0+2-a4fb1c71,covariant,invariant
3.0.0+3-4ac1fa8b,covariant,invariant
3.0.0+4-ec7707aa,covariant,invariant
3.0.0+1-e4642f11,covariant,invariant
3.0.0,covariant,invariant
3.0.0-M0+15-1ad6247e,covariant,invariant
3.0.0-M0+14-31e7c11d,covariant,invariant
3.0.0-M0+13-2359e387,covariant,invariant
3.0.0-M0+11-d7734d6f,covariant,invariant
3.0.0-M0+12-ff2275c1,covariant,invariant
3.0.0-M0+10-4c0a0fca,covariant,invariant
3.0.0-M0+8-557640e6,covariant,invariant
3.0.0-M0+9-ffa94827,covariant,invariant
3.0.0-M0+7-05d3949a,covariant,invariant
3.0.0-M0+5-e4195008,covariant,invariant
3.0.0-M0+6-903b1575,covariant,invariant
3.0.0-M0+3-c5f441ea,covariant,invariant,tryt-scala
3.0.0-M0+2-690cfae3,covariant,invariant,tryt-scala
3.0.0-M0+1-102f3789,covariant,invariant,tryt-scala
3.0.0-M0,covariant,invariant,tryt-scala
2.1.1+57-90fd5235,covariant,invariant,tryt-scala
2.1.1+56-8437e6a8,covariant,invariant,tryt-scala
