1.1.0,nyaya-test,nyaya-util,nyaya-prop,nyaya-gen,nyaya-gen-circe
1.0.0,nyaya-test,nyaya-util,nyaya-prop,nyaya-gen
0.11.0,nyaya-test,nyaya-util,nyaya-prop,nyaya-gen
0.10.0,nyaya-test,nyaya-util,nyaya-prop,nyaya-gen
