0.25.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.25.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.25.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.25.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.8,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.7,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.6,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.5,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.4,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.24.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.23.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.23.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.22.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.22.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.22.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.22.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.21.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.12,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.11,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.10,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.9,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.8,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.7,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.6,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.5,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.4,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.20.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.8,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.7,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.6,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.5,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.4,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.19.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.18.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.18.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.17.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.17.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.17.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.16.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.15.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.14.4,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.14.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.14.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.14.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.14.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.12,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.11,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.10,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.9,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.8,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.7,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.6,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.5,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.4,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.3,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.13.0,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.12.2,sec-core,sec-fs2,sec-fs2-client,sec-tsc
0.12.1,sec-core,sec-fs2,sec-fs2-client,sec-tsc
