1.8.0,weejson-play210-v1,weeyaml-v1,weejson-jackson-v1,weejson-json4s-v1,weepickle-implicits-v1,weepickle-core-v1,weejson-upickle-v1,weexml-v1,weejson-v1,weejson-circe-v1,weepickle-v1,weejson-argonaut-v1,weepack-v1
1.7.2,weejson-play210-v1,weeyaml-v1,weejson-jackson-v1,weejson-json4s-v1,weepickle-implicits-v1,weepickle-core-v1,weejson-upickle-v1,weexml-v1,weejson-v1,weejson-circe-v1,weepickle-v1,weejson-argonaut-v1,weepack-v1
1.7.1,weejson-play210-v1,weeyaml-v1,weejson-jackson-v1,weejson-json4s-v1,weepickle-implicits-v1,weepickle-core-v1,weejson-upickle-v1,weexml-v1,weejson-v1,weejson-circe-v1,weepickle-v1,weejson-argonaut-v1,weepack-v1
1.7.0,weejson-play210-v1,weeyaml-v1,weejson-jackson-v1,weejson-json4s-v1,weepickle-implicits-v1,weepickle-core-v1,weejson-upickle-v1,weexml-v1,weejson-v1,weejson-circe-v1,weepickle-v1,weejson-argonaut-v1,weepack-v1
1.6.0,weejson-play210-v1,weeyaml-v1,weejson-jackson-v1,weejson-json4s-v1,weepickle-implicits-v1,weepickle-core-v1,weejson-upickle-v1,weexml-v1,weejson-v1,weejson-circe-v1,weepickle-v1,weejson-argonaut-v1,weepack-v1
