2.0.0-M2,scalacheck-effect,scalacheck-effect-munit
2.0.0-M1,scalacheck-effect,scalacheck-effect-munit
1.0.4,scalacheck-effect,scalacheck-effect-munit
1.0-26-3885ddb,scalacheck-effect,scalacheck-effect-munit
1.0-24-da80e96,scalacheck-effect,scalacheck-effect-munit
1.0-22-d498f2a,scalacheck-effect,scalacheck-effect-munit
1.0-20-e122abc,scalacheck-effect,scalacheck-effect-munit
1.0-18-18a246e,scalacheck-effect,scalacheck-effect-munit
1.0-16-77c05c8,scalacheck-effect,scalacheck-effect-munit
1.0-14-5288fd8,scalacheck-effect,scalacheck-effect-munit
1.0-11-a4aade5,scalacheck-effect,scalacheck-effect-munit
1.0-9-dc3d200,scalacheck-effect,scalacheck-effect-munit
1.0-6-ce1f9c5,scalacheck-effect,scalacheck-effect-munit
1.0-4-ddcc098,scalacheck-effect,scalacheck-effect-munit
1.0-2-721c35e,scalacheck-effect,scalacheck-effect-munit
1.0.3,scalacheck-effect,scalacheck-effect-munit
1.0-78-546e853,scalacheck-effect,scalacheck-effect-munit
1.0-75-28d3aea,scalacheck-effect,scalacheck-effect-munit
1.0-73-06461e6,scalacheck-effect,scalacheck-effect-munit
1.0-71-4459bb1,scalacheck-effect,scalacheck-effect-munit
1.0-69-cf67c8d,scalacheck-effect,scalacheck-effect-munit
1.0-67-9910b40,scalacheck-effect,scalacheck-effect-munit
1.0-65-5621f47,scalacheck-effect,scalacheck-effect-munit
1.0-63-7fb46d5,scalacheck-effect,scalacheck-effect-munit
1.0-61-618018f,scalacheck-effect,scalacheck-effect-munit
1.0-56-61e8f29,scalacheck-effect,scalacheck-effect-munit
1.0-59-226c17d,scalacheck-effect,scalacheck-effect-munit
1.0-54-77895ff,scalacheck-effect,scalacheck-effect-munit
1.0-52-2e50185,scalacheck-effect,scalacheck-effect-munit
1.0-50-ff91998,scalacheck-effect,scalacheck-effect-munit
1.0-48-a4457bf,scalacheck-effect,scalacheck-effect-munit
1.0-46-9394fc6,scalacheck-effect,scalacheck-effect-munit
1.0-43-1980378,scalacheck-effect,scalacheck-effect-munit
1.0-41-2d817bc,scalacheck-effect,scalacheck-effect-munit
1.0-34-93f060e,scalacheck-effect,scalacheck-effect-munit
1.0-32-04b0897,scalacheck-effect,scalacheck-effect-munit
1.0-28-dbc07f5,scalacheck-effect,scalacheck-effect-munit
1.0-26-414b87a,scalacheck-effect,scalacheck-effect-munit
1.0-24-5a212db,scalacheck-effect,scalacheck-effect-munit
1.0-21-3d9b664,scalacheck-effect,scalacheck-effect-munit
1.0-19-46d0beb,scalacheck-effect,scalacheck-effect-munit
1.0-17-f22b927,scalacheck-effect,scalacheck-effect-munit
1.0-15-8d76c7d,scalacheck-effect,scalacheck-effect-munit
1.0-13-92d56f8,scalacheck-effect,scalacheck-effect-munit
1.0-11-0ef9a7a,scalacheck-effect,scalacheck-effect-munit
1.0-10-4006572,scalacheck-effect,scalacheck-effect-munit
1.0-9-9eeafc6,scalacheck-effect,scalacheck-effect-munit
1.0-6-d37cc56,scalacheck-effect,scalacheck-effect-munit
1.0-4-4ba0d05,scalacheck-effect,scalacheck-effect-munit
1.0-3-6f96562,scalacheck-effect,scalacheck-effect-munit
1.0.2,scalacheck-effect,scalacheck-effect-munit
1.0-7-c4fce0c,scalacheck-effect,scalacheck-effect-munit
