1.0.2,munit-cats-effect-2-styles,munit-cats-effect-3-styles
1.0.1,munit-cats-effect-2-styles,munit-cats-effect-3-styles
1.0.0,munit-cats-effect-2-styles,munit-cats-effect-3-styles
