0.14.0,trace4cats-newrelic-http-exporter
0.13.1+41-8fe3eae0,trace4cats-newrelic-http-exporter
0.13.1+32-2f5aec30,trace4cats-newrelic-http-exporter
0.13.1+28-2b65f192,trace4cats-newrelic-http-exporter
0.13.1+25-243a51ca,trace4cats-newrelic-http-exporter
0.13.1+18-7e343f59,trace4cats-newrelic-http-exporter
0.13.1+17-4da9b0ab,trace4cats-newrelic-http-exporter
0.13.1,trace4cats-newrelic-http-exporter
0.13.0,trace4cats-newrelic-http-exporter
0.12.0,trace4cats-newrelic-http-exporter
0.12.0-RC2+4-09400ef7,trace4cats-newrelic-http-exporter
