0.21.0,dns4s-akka,dns4s-core,dns4s-fs2,dns4s-netty
0.20.0,dns4s-akka,dns4s-core,dns4s-fs2,dns4s-netty
0.19.0,dns4s-akka,dns4s-core,dns4s-netty
