0.14.0,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+58-48bdd662,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+55-683383e5,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+53-76d74fd0,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+50-625001b8,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+43-f8a5b224,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+46-07548c14,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+40-6dffd6fe,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+38-853cd99e,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+35-a3f83609,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+33-6697be32,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1+26-752cf951,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.1,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.13.0,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.12.0+91-95570dfa,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.12.0+50-19f0faec,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.12.0+39-4315fe94,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.12.0,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
0.12.0-RC2+8-d361d219,trace4cats-opentelemetry-common,trace4cats-opentelemetry-jaeger-exporter,trace4cats-opentelemetry-otlp-grpc-exporter,trace4cats-opentelemetry-otlp-http-exporter
