2.0.1,univeq-cats,univeq
2.0.0,univeq-cats,univeq
2.0.0-RC1,univeq-cats,univeq
1.6.0,univeq-cats,univeq
1.5.0,univeq-cats,univeq
1.4.0,univeq-cats,univeq,univeq-scalaz
