0.11.1,metaconfig-core,metaconfig-pprint,metaconfig-sconfig,metaconfig-typesafe-config
0.11.0,metaconfig-core,metaconfig-pprint,metaconfig-sconfig,metaconfig-typesafe-config
0.10.0,metaconfig-core,metaconfig-pprint,metaconfig-sconfig,metaconfig-typesafe-config
0.9.16,metaconfig-core,metaconfig-sconfig,metaconfig-typesafe-config
0.9.15,metaconfig-core,metaconfig-sconfig,metaconfig-typesafe-config
