0.14.5,circe-refined,circe-numbers,circe-pointer-literal,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-literal,circe-generic,circe-parser,circe-pointer,circe-core
0.14.4,circe-refined,circe-numbers,circe-pointer-literal,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-literal,circe-generic,circe-parser,circe-pointer,circe-core
0.14.3,circe-refined,circe-numbers,circe-pointer-literal,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-literal,circe-generic,circe-parser,circe-pointer,circe-core
0.14.2,circe-refined,circe-numbers,circe-pointer-literal,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-literal,circe-generic,circe-parser,circe-pointer,circe-core
0.15.0-M1,circe-refined,circe-numbers,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-extras,circe-generic,circe-parser,circe-pointer,circe-core
0.14.1,circe-refined,circe-numbers,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-extras,circe-generic,circe-parser,circe-pointer,circe-core
0.14.0,circe-refined,circe-numbers,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-extras,circe-generic,circe-parser,circe-pointer,circe-core
0.14.0-M7,circe-refined,circe-numbers,circe-scodec,circe-numbers-testing,circe-testing,circe-jawn,circe-extras,circe-generic,circe-parser,circe-pointer,circe-core
