0.17.0-RC1,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-jsoniter,sttp-oauth2-cache-cats,sttp-oauth2-circe,sttp-oauth2-cache-scalacache,sttp-oauth2-cache
0.16.0,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache-scalacache,sttp-oauth2-cache
0.15.2,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache-scalacache,sttp-oauth2-cache
0.15.2-RC1,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache-scalacache,sttp-oauth2-cache
0.15.1,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache
0.15.0,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache
0.14.0,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache
0.14.0-RC2,sttp-oauth2,sttp-oauth2-cache-ce2,sttp-oauth2-cache-future,sttp-oauth2-cache-cats,sttp-oauth2-cache
