1.6.1,binance-scala-client
1.6.0,binance-scala-client
1.5.9,binance-scala-client
1.5.8,binance-scala-client
1.5.7,binance-scala-client
1.5.6+5-e065f97f,binance-scala-client
0.0.0+1-e065f97f,binance-scala-client
1.5.6,binance-scala-client
1.5.5,binance-scala-client
1.5.4,binance-scala-client
1.5.3,binance-scala-client
1.5.2,binance-scala-client
1.5.1,binance-scala-client
1.5.0,binance-scala-client
1.4.0,binance-scala-client
1.3.17,binance-scala-client
1.3.16,binance-scala-client
1.3.15,binance-scala-client
1.3.14,binance-scala-client
1.3.13,binance-scala-client
1.3.12,binance-scala-client
1.3.11,binance-scala-client
1.3.10,binance-scala-client
1.3.9,binance-scala-client
1.3.8,binance-scala-client
1.3.7,binance-scala-client
1.3.6,binance-scala-client
1.3.5,binance-scala-client
1.3.4,binance-scala-client
1.3.3,binance-scala-client
1.3.2,binance-scala-client
1.3.1,binance-scala-client
1.3.0,binance-scala-client
