1.0,scalqa
0.995,scalqa
0.994,scalqa
0.993,scalqa
0.992,scalqa
0.991,scalqa
0.99,scalqa
0.98,scalqa
0.97,scalqa
0.96,scalqa
0.95,scalqa
0.94,scalqa
0.93,scalqa
0.92,scalqa
0.91,scalqa
0.9,scalqa
