3.5.0-RC3,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.8,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.7-31-ce4bb58,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.7-34-defc3a4,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5.0-RC2,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-e3fbc49,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.7,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5.0-RC1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-be6325d,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-e4f2b71,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.6,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.5,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.4,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-6581dc4,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-01c4a03,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.3,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-9ba870f,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-4f9e57b,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.2,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-01f5b3a,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-639ac01,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-4b87497,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.4.1,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
3.5-4ba2590,cats-effect,cats-effect-laws,cats-effect-kernel,cats-effect-kernel-testkit,cats-effect-std,cats-effect-testkit
