0.14.0,trace4cats-zipkin-http-exporter
0.13.1+37-f90900c6,trace4cats-zipkin-http-exporter
0.13.1+31-6e22b7c3,trace4cats-zipkin-http-exporter
0.13.1+25-2e16005d,trace4cats-zipkin-http-exporter
0.13.1+17-1553c1c6,trace4cats-zipkin-http-exporter
0.13.1,trace4cats-zipkin-http-exporter
0.13.0,trace4cats-zipkin-http-exporter
0.12.0+67-3083e713,trace4cats-zipkin-http-exporter
0.12.0+49-e77b00eb,trace4cats-zipkin-http-exporter
0.12.0,trace4cats-zipkin-http-exporter
0.12.0-RC2+4-26c26f37,trace4cats-zipkin-http-exporter
