0.3.0-M1,pureharm-db-doobie,pureharm-db-testkit-doobie,pureharm-db-doobie-ce2,pureharm-db-testkit-doobie-ce2
0.3.0,pureharm-db-testkit-ce2,pureharm-db-test-data,pureharm-db-test-data-ce2,pureharm-db-testkit
0.6.0,pureharm-db-flyway-ce2,pureharm-db-flyway
0.5.0,pureharm-db-core
