4.0.0,scalikejdbc-core,scalikejdbc-interpolation,scalikejdbc-syntax-support-macro,scalikejdbc-streams,scalikejdbc-config,scalikejdbc-interpolation-macro,scalikejdbc,scalikejdbc-test,scalikejdbc-joda-time,scalikejdbc-mapper-generator-core
4.0.0-RC2,scalikejdbc-core,scalikejdbc-interpolation,scalikejdbc-syntax-support-macro,scalikejdbc-streams,scalikejdbc-config,scalikejdbc-interpolation-macro,scalikejdbc,scalikejdbc-test,scalikejdbc-joda-time,scalikejdbc-mapper-generator-core
4.0.0-RC1,scalikejdbc-core,scalikejdbc-interpolation,scalikejdbc-syntax-support-macro,scalikejdbc-streams,scalikejdbc-config,scalikejdbc-interpolation-macro,scalikejdbc,scalikejdbc-test,scalikejdbc-joda-time,scalikejdbc-mapper-generator-core
