trace4cats,trace4cats-kafka,1
davenverse,epimetheus-redis4cats,1
losizm,little-io,1
besselstudio,coingecko,1
bp3r,jsonrpc2,1
trace4cats,trace4cats-jaeger-integration-test,1
andimiller,hedgehogs,1
aoiroaoino,nanolens,1
andimiller,munit-cats-effect-styles,1
killaitis,http4s-cloud-functions,1
sciss,sonogramoverview,1
arturopala,gitignore,1
wiringbits,wiringbits-webapp-utils,1
permutive-engineering,prometheus4cats-contrib,1
creativescala,doodle-svg,1
gemini-hlsw,lucuma-catalog,1
sciss,audiowidgets,1
indoorvivants,sn-demangler,1
guymers,ceesvee,1
catap,scala-blake3,1
davenverse,os-detect,1
davenverse,natchez-rediculous,1
opaliasystems,opalia-commons-core,1
dacr,naturalsort,1
creativescala,doodle-explore,1
http4s,http4s-tomcat,1
kevin-lee,can-equal,1
makenowjust-labs,lite,1
scalatest,scalatestplus-jmock,1
gchudnov,mindthegap,1
wangzaixiang,wjson,1
mkroli,lpm,1
cozydev-pink,snakecase,1
torrentdam,bencode,1
armanbilge,sadalsuud,1
hnaderi,scala-readpass,1
shawjef3,tryutils,1
weso,document,1
beangle,ems,1
sciss,linkernighantsp,1
tmccarthy,ausgeo,1
clulab,fatdynet,1
sciss,transform4s,1
weso,utils,1
swaldman,mchange-literal,0
swaldman,mchange-codegenutil,0
scala-cli,java-class-name,0
e257-fi,dirsuite,0
eikek,bitpeace,0
bilal-fazlani,circe-json-schema,0
eclipse-pass,pass-java-client,0
beangle,data,0
tlsomers,scala-suspendable,0
pjfanning,scala3-sample-classes,0
alexarchambault,case-app-entrypoint-annotation,0
beangle,template,0
gemini-hlsw,lucuma-jts,0
mixql,mixql-engine,0
sinaghaffari,monadicsimplifier,0
sciss,span,0
malliina,util-base,0
jodersky,scalapb-ujson,0
atedeg,scala-release,0
armanbilge,feral,0
yurique,embedded-files-macro,0
tkrs,mess,0
eed3si9n,sbt-coursier,0
taig,object-fit,0
armanbilge,log4cats,0
lhns,cats-effect-utils,0
davenverse,epimetheus-circuit,0
errors4s,errors4s-core-cats,0
bilal-fazlani,zio-mongo,0
varwise,prometheus-akka-http,0
daghemberg,problemutils,0
tharwaninitin,cache4s,0
tmccarthy,fetch,0
pureharm,pureharm-db-core,0
errors4s,errors4s-http,0
akiomik,seaw,0
tmccarthy,digest4s,0
sciss,scalacollider-if,0
armanbilge,stratus,0
beangle,boot,0
sciss,serial,0
taig,scala-pygments,0
armanbilge,scalacheck-effect,0
sciss,scalacollider-dot,0
benoitlouy,tele,0
mixql,mixql-protobuf,0
maciejg604,publishtest,0
giabao,asm-flow,0
ivoah,vial,0
sean-ideabank,rudolf,0
gemini-hlsw,lucuma-itc,0
janlisse,zio-jwt-validator,0
indoorvivants,opaque-newtypes,0
rmgk,slips,0
alejandrohdezma,sbt-mdoc-toc,0
herminiogg,dmaog,0
thatscalaguy,ulid4cats,0
losizm,little-cli,0
armanbilge,jawn-fs2,0
losizm,little-security,0
beangle,doc,0
frawa,typed-json,0
errors4s,errors4s-core-scalacheck,0
mimoguz,layeredfonticon,0
labra,srdf,0
herminiogg,label2thesaurus,0
beangle,ids,0
mattlangsenkamp,svgbounds,0
estrondo,sweet-mockito,0
ruimo,graphics,0
swaldman,unstatic,0
jphmrst,scalautils,0
hnaderi,portainer-client,0
sakulk,serval,0
sciss,lucrepi,0
i10416,slackapis,0
malyszaryczlowiek,foo-repo,0
frawa,inline-files,0
sciss,model,0
jodersky,identicon,0
dwolla,epimetheus-server,0
zygfryd,scala-zygf-jackshaft,0
daghemberg,paut-program,0
ingarabr,http4s-cloud-functions,0
adampingel,axle-cicd,0
shopstic,caliban,0
christian-schlichtherle,circe-kafka,0
beangle,notify,0
katrix,minejson,0
armanbilge,circe,0
virtuslab,scala-cli-signing,0
vlmiroshnikov,saga,0
losizm,ergo,0
gzoller,deploysample,0
kolemannix,spack,0
swaldman,audiofluidity-rss,0
sciss,optional,0
sciss,log,0
jphmrst,scala-automata,0
clockworkconsulting,peregrin,0
alexarchambault,scalacon-2022-demo,0
xuwei-k,scala3profile,0
bilal-fazlani,rainbowcli,0
rsemlal,clickhouse4cats,0
dacr,json2props,0
armanbilge,munit-cats-effect,0
armanbilge,saslprep,0
aiyanbo,scala-i18n,0
ahjohannessen,unum,0
pureharm,pureharm-core,0
pureharm,pureharm-db-core-jdbc,0
tkrs,mmdb-grpc-scala,0
swagger-akka-http,swagger-scala3-enum-module,0
beangle,serializer,0
sweet-delights,delightful-typeclasses,0
phillhenry,dreadnought,0
alexarchambault,scalacon2022-demo,0
kijuky,enumeratum-scalikejdbc,0
yrichika,scalahtml,0
dacr,lorem-ipsum,0
beangle,web,0
tmccarthy,tmm-scala-collections,0
pureharm,pureharm-testkit,0
valencik,textmogrify,0
nafg,simple-router,0
sciss,lucreswing,0
karazinscalausersgroup,mongo-literals,0
kailuowang,pencil,0
dacr,unittools,0
carlos-verdes,zio-resource,0
clockworkconsulting,csexp,0
ruimo,scoins,0
outr,testy,0
indoorvivants,detective,0
vasilmkd,discipline-specs2,0
mdedetrich,scalacheck,0
bilal-fazlani,jslt-parser,0
liewhite,common,0
ahjohannessen,smithy4s-repro-lib,0
ruimo,csvparser,0
troungtam70,wezterm,0
nafg,scheduler,0
ablearthy,tdjson-bind,0
catap,scala-sha,0
johnhungerford,generic-schema,0
beangle,cache,0
ruimo,gh-sonatype-example,0
dacr,split,0
armanbilge,ip4s,0
lhns,fs2-utils,0
alejandrohdezma,dummy,0
sciss,filecache,0
gnp,zio-data-streams,0
yurikpanic,zio-postgres,0
gonzih,cats-nats,0
taig,scala-linguist,0
davenverse,natchez-local,0
armanbilge,fs2,0
mutsuhiro6,ulid-scala3,0
swaldman,failable,0
massimosiani,monix-newtypes-cats,0
fiatjaf,nlog,0
losizm,bolster,0
sciss,pdflitz,0
tharwaninitin,crypto4s,0
mrdimosthenis,glicko2,0
bilal-fazlani,csv-schema,0
beangle,security,0
errors4s,errors4s-core-circe,0
aaronp,code-template,0
jphmrst,scala-outlines,0
sangria-graphql,sangria-marshalling-testkit,0
alexandru,alexandru,0
l-space,types,0
beangle,cdi,0
aaronp,franz,0
kevin-lee,just-sysprocess,0
gochaorg,json4s3,0
percontmx,cfdi,0
alexdupre,coinpayments-scala,0
sdrafahl,codec,0
sdrafahl,migratepipeline,0
sciss,asyncfile,0
permutive-engineering,refreshable,0
barnardb,tinyplate,0
tmccarthy,tmmutils,0
cucumber,action-publish-sbt,0
hughsimpson,scalameter,0
tmccarthy,scala-db,0
likeligood-ab,scala-react,0
kag0,ninny-json,0
pjfanning,jackson-module-scala-duration,0
jodersky,ustats,0
aparo,zio-json-extra,0
openmole,container,0
scf37,filewatch,0
lhns,scala-trustmanager-utils,0
swaldman,mlog-scala,0
davenverse,namecase,0
hsci-r,lucene-perfieldpostingsformatordtermvectorscodec,0
lhns,doobie-flyway,0
pjfanning,scala3-reflection,0
acsgh,scala-common,0
gemini-hlsw,lucuma-schemas,0
beangle,db,0
pmeheut,nscala-java-time,0
typelevel,log4cats-natchez,0
outr,moduload,0
vasilmkd,discipline,0
jwojnowski,googlecloud4s,0
narma,zio-docker,0
beangle,otk,0
hsci-r,octavo-indexer,0
lhns,nifi-scala,0
typesafeconfigops,typesafeconfigops,0
massimosiani,skunk,0
malyszaryczlowiek,kessenger-lib,0
